Obs,PhoneType,Email,NumberofCampaigns,ProdActive,ProdBought,Socieconomic Status,Province,Right Address,Living Area (m^2),Estimated number of cars,Probability of Second Residence,Number of Mobile Phones,Number of Fixed Lines,ADSL,3G Devices,Type of House,House Price_imp,Income_imp,House Insurance_imp,Pension Plan_imp,Credit_imp,Savings_imp,tenureYrs,tenureYrs_z,tenureGrp,ageYrs,ageGrp,builtYrs,builtYrs_z,builtYrsGrp,livingArea_z,livingAreaGrp,HousePrice_imp_z,HousePrice_impGrp,HouseInsurance_imp_z,HouseInsurance_impGrp,Income_imp_z,Income_impGrp,PensionPlan_imp_z,PensionPlan_impGrp,Savings_imp_z,Savings_impGrp,Credit_imp_z,Credit_impGrp
55,FIXED / LAND PHONE,0,2,0,0,Very High,BA,Right,78.72500000000002,One,Low,0.0,1.0,0.0,1.0,Urban,235874.753595,63438.40251,8087.3694,40670.024295999996,18560.932962,56569.75632000001,8,0.9030899869919435,15-20yrs,61.0,55-65yrs,54.0,1.7323937598229686,50-60yrs,4.378583212896122,up_100m2,5.372681459490369,100-250k,3.9078072804690533,7.5-10k,4.802352238152121,60-80k,4.609274431849278,25-50k,10.943247457878375,50-100k,4.2685998021665235,up_25k
56,FIXED / LAND PHONE,0,2,0,0,High,GI,Right,139.2528,two,Low,3.0,2.0,0.0,1.0,Urban,335918.809395,91890.66411,11745.5094,8830.981096000001,26893.371162,82176.79932,8,0.9030899869919435,20-25yrs,43.0,40-55yrs,65.0,1.8129133566428555,>60yrs,4.9434465085528965,100-200m2,5.526234322352383,250-500k,4.0698718567723455,>10k,4.963271390260223,80-100k,3.9460089550962287,up_25k,11.316640463300551,50-100k,4.429645245707393,25-50k
57,MOBILE PHONE,0,2,0,0,Medium,CA,Right,140.43200000000002,None,Low,3.0,2.0,1.0,1.0,Urban,177418.83919499995,48364.14051000001,6149.2374,36815.058696,14146.315362,43002.931319999996,7,0.8450980400142568,10-15yrs,63.0,55-65yrs,44.0,1.6434526764861874,40-50yrs,4.951819036203722,100-200m2,5.248999733444,100-250k,3.7888212599205287,5-7.5k,4.684523474233194,40-60k,4.5660254972296315,25-50k,10.669046816543105,25-50k,4.1506433355257135,up_25k
58,MOBILE PHONE,0,2,0,0,Medium,BA,Right,699.212,Three,High,2.0,1.0,0.0,0.0,Urban,1793422.4647950004,492143.58711,63206.5914,314224.753096,144110.304762,15932.488320000002,7,0.8450980400142568,up_10yrs,67.0,65-75yrs,12.0,1.0791812460476249,10-20yrs,6.551383146334294,600-700m2,6.253682605522958,>1MM,4.800762370361206,>10k,5.692091830392891,>100k,5.497240393656119,250-500k,9.676178356960781,up_25k,5.158695036617352,100-250k
59,MOBILE PHONE,0,2,0,0,Medium,BA,Right,22.190400000000004,two,Low,1.0,0.0,1.0,1.0,Urban,367748.752995,100631.66211000002,12869.3574,64402.81789600001,29453.222562,90043.68132,7,0.8450980400142568,20-25yrs,67.0,65-75yrs,52.0,1.7160033436347992,50-60yrs,3.1437383999328254,up_100m2,5.565551208746111,250-500k,4.109556862009167,>10k,5.002734645891063,>100k,4.808904869998163,50-100k,11.408061285228461,50-100k,4.4691328191342405,25-50k
60,MOBILE PHONE,0,2,0,0,High,MA,Right,64.56120000000001,None,Low,2.0,0.0,0.0,0.0,Urban,35693.767394999995,9444.252510000002,1145.2554000000002,6216.587496000001,2748.348162,0.0,8,0.9030899869919435,10-15yrs,40.0,up_40yrs,55.0,1.7403626894942439,50-60yrs,4.182984057551923,up_100m2,4.552592389157964,up_100k,3.0589023481972357,up_2.5k,3.975167590248449,up_25k,3.7935520505506304,up_25k,0.0,up_25k,3.43907174849583,up_25k
61,MOBILE PHONE,0,2,0,0,High,SE,Right,86.83200000000002,None,Low,0.0,2.0,0.0,1.0,Urban,82284.664995,27216.01071,2790.2754,14380.725096,6495.321762,0.0,8,0.9030899869919435,20-25yrs,36.0,up_40yrs,59.0,1.7708520116421442,50-60yrs,4.475425898932431,up_100m2,4.915318905338628,up_100k,3.4456470702261544,2.5-5k,4.4348244671713815,25-40k,4.1577807843259,up_25k,0.0,up_25k,3.8126006698047137,up_25k
62,FIXED / LAND PHONE,0,4,0,0,Very High,AL,Right,112.7342,None,Low,1.0,2.0,1.0,1.0,Urban,148271.55349499994,40359.83931,5120.1234,25943.692296,11802.205962,0.0,8,0.9030899869919435,up_10yrs,45.0,40-55yrs,40.0,1.6020599913279623,30-40yrs,4.733864147084508,100-200m2,5.171057837844476,100-250k,3.709280428025294,5-7.5k,4.605949428453891,40-60k,4.4140317847652195,25-50k,0.0,up_25k,4.071963189304809,up_25k
63,MOBILE PHONE,0,2,0,0,Medium,MA,Right,507.65900000000005,Three,High,0.0,0.0,0.0,1.0,Urban,1226675.7751949998,336506.23251,43196.0814,214913.279496,98530.785162,28154.41632,8,0.9030899869919435,up_10yrs,59.0,55-65yrs,26.0,1.414973347970818,20-30yrs,6.231777850978828,500-600m2,6.088729788765464,>1MM,4.635444350899487,>10k,5.526993112303339,>100k,5.332263251385596,100-250k,10.245495024295789,25-50k,4.993571943564774,50-100k
64,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,94.604,None,Low,3.0,1.0,1.0,1.0,Rustic,150925.32409500002,26195.18391,5213.8134,26408.725896000004,12015.635562000001,0.0,8,0.9030899869919435,10-15yrs,51.0,40-55yrs,56.0,1.7481880270062005,50-60yrs,4.5602146601862295,up_100m2,5.178762117124609,100-250k,3.717155483909317,5-7.5k,4.418221451870347,25-40k,4.421747448928076,25-50k,0.0,up_25k,4.079746747571827,up_25k
65,MOBILE PHONE,0,4,0,0,Medium,BA,Right,57.1242,None,Low,3.0,2.0,1.0,0.0,Urban,408697.37239499995,50250.47390999999,1334.1474,32218.10829600001,8601.844362,66916.56132000001,9,0.9542425094393249,10-15yrs,54.0,40-55yrs,43.0,1.6334684555795864,40-50yrs,4.062582100371944,up_100m2,5.6114018455461405,250-500k,3.125203814190899,up_2.5k,4.7011401619239175,40-60k,4.508100036991729,25-50k,11.111216712715287,50-100k,3.9345915803552427,up_25k
66,FIXED / LAND PHONE,0,2,0,0,High,MA,Right,67.2278,None,Low,2.0,2.0,1.0,1.0,Urban,566351.3506949999,21650.31351,2714.6034,14005.203496,6322.974162,0.0,7,0.8450980400142568,up_10yrs,46.0,40-55yrs,43.0,1.6334684555795864,40-50yrs,4.2228521064264966,up_100m2,5.753085940599559,500-750k,3.4337063887046018,2.5-5k,4.3354641895890245,up_25k,4.146289423516447,up_25k,0.0,up_25k,3.8009214071297213,up_25k
67,FIXED / LAND PHONE,0,6,0,0,Medium,SA,Right,173.4764,One,Low,3.0,0.0,0.0,1.0,Urban,200611.924695,54733.31451,6968.1294,13745.618696,16011.585762,48735.16632,12,1.0791812460476249,10-15yrs,75.0,65-75yrs,66.0,1.8195439355418688,>60yrs,5.161789488943239,100-200m2,5.302356744613188,100-250k,3.843116207037516,5-7.5k,4.738251748705577,40-60k,4.138164292394229,up_25k,10.794176668361422,25-50k,4.204434345884435,up_25k
68,FIXED / LAND PHONE,0,4,0,0,Very High,GR,Right,125.7456,One,Low,0.0,2.0,0.0,0.0,Urban,214740.458595,58613.23251,6761.9574,37591.07949600001,17147.835162,52227.10332000001,9,0.9542425094393249,up_10yrs,42.0,40-55yrs,61.0,1.7853298350107671,>60yrs,4.842181927864803,100-200m2,5.331913876244381,100-250k,3.830072430404431,5-7.5k,4.767995673310362,40-60k,4.575084797446308,25-50k,10.863376006775187,50-100k,4.234209300090643,up_25k
69,MOBILE PHONE,0,2,0,0,Medium,SA,Right,644.2719999999998,two,Low,1.0,2.0,1.0,1.0,Urban,409458.796695,112085.88110999999,14342.0274,71711.713896,32807.678562,594557.60832,8,0.9030899869919435,up_10yrs,56.0,55-65yrs,23.0,1.3617278360175928,20-30yrs,6.469671933329385,600-700m2,5.612210205807521,250-500k,4.156610547872674,>10k,5.049550910166833,>100k,4.855590102179316,50-100k,13.295574574475904,>1MM,4.5159755012369525,25-50k
70,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,96.0512,None,Low,0.0,0.0,0.0,0.0,Urban,191940.551595,43918.39431,6661.9674,33595.842696000014,15314.200362,46592.01432000001,8,0.9030899869919435,15-20yrs,46.0,40-55yrs,63.0,1.7993405494535817,>60yrs,4.575238674299009,up_100m2,5.283166738536525,100-250k,3.82360250316231,5-7.5k,4.642646453594718,40-60k,4.526285539119241,25-50k,10.749205901580378,25-50k,4.185094324848931,up_25k
71,MOBILE PHONE,0,2,0,0,Medium,BA,Right,102.912,None,Low,3.0,0.0,1.0,0.0,Urban,159620.09719499998,43476.32331,5520.8034000000025,27932.305896000005,12714.890562,38603.902320000016,8,0.9030899869919435,up_10yrs,47.0,40-55yrs,50.0,1.6989700043360187,40-50yrs,4.643544387104983,100-200m2,5.203087570920758,100-250k,3.742002281859322,5-7.5k,4.6382528097083195,40-60k,4.4461067894987725,25-50k,10.561134550497519,25-50k,4.104312626523206,up_25k
72,MOBILE PHONE,0,2,0,0,Very High,HU,Right,105.257,None,Low,3.0,0.0,0.0,1.0,Urban,100511.697195,27244.24731,3433.8294,17574.695496,7961.211161999999,0.0,8,0.9030899869919435,up_10yrs,62.0,55-65yrs,46.0,1.662757831681574,40-50yrs,4.665860687987321,100-200m2,5.0022166063498705,100-250k,3.53577871468073,2.5-5k,4.435274813942124,25-40k,4.244887809051602,up_25k,0.0,up_25k,3.9009791432351864,up_25k
73,FIXED / LAND PHONE,0,2,0,0,Low,AL,Right,203.6398,One,Low,0.0,2.0,1.0,0.0,Urban,244479.834495,66780.11151,8517.0114,42802.339496000015,30322.438962,55194.21432000001,8,0.9030899869919435,20-25yrs,40.0,up_40yrs,31.0,1.4913616938342726,30-40yrs,5.321251360504019,200-300m2,5.388243042892272,100-250k,3.9302872285480652,7.5-10k,4.824647139907589,60-80k,4.631467507387835,25-50k,10.918631531405326,50-100k,4.481764130506782,25-50k
74,FIXED / LAND PHONE,0,2,0,0,Low,SE,Right,124.2314,None,Low,2.0,0.0,0.0,0.0,Urban,172315.147095,46962.57951,8350.6374,30156.866696000005,13735.864362,41741.518319999996,8,0.9030899869919435,up_10yrs,51.0,40-55yrs,46.0,1.662757831681574,40-50yrs,4.830163225943301,100-200m2,5.236323455106991,100-250k,3.921719626230639,7.5-10k,4.67175194335438,40-60k,4.479386216265132,25-50k,10.639275512304252,25-50k,4.137855993631764,up_25k
75,MOBILE PHONE,0,2,0,0,Medium,SE,Right,119.2198,None,Low,2.0,0.0,1.0,1.0,Urban,172015.66219499998,44256.20030999999,5299.6914000000015,23719.131496000005,28161.894762,0.0,8,0.9030899869919435,up_10yrs,49.0,40-55yrs,38.0,1.5797835966168101,30-40yrs,4.78932173399293,100-200m2,5.23556799164702,100-250k,3.7242505814537865,5-7.5k,4.645974124113661,40-60k,4.37509878277822,up_25k,0.0,up_25k,4.449661871244159,25-50k
76,MOBILE PHONE,0,2,0,0,Very High,BA,Right,66.062,None,Low,3.0,2.0,0.0,0.0,Urban,23629.265595,45846.54711,5825.5434,29444.737096000004,13409.028762000002,40737.091320000014,7,0.8450980400142568,up_10yrs,54.0,40-55yrs,39.0,1.591064607026499,30-40yrs,4.205617564631529,up_100m2,4.373450223833155,up_100k,3.765336442078215,5-7.5k,4.661306632753224,40-60k,4.469007680976414,25-50k,10.614918838413285,25-50k,4.127397322327393,up_25k
77,FIXED / LAND PHONE,0,4,0,0,Medium,TO,Right,219.492,None,Low,1.0,1.0,0.0,1.0,Urban,186007.001895,50722.57071,6452.4654,32556.109895999998,10360.006362,0.0,9,0.9542425094393249,>25yrs,46.0,40-55yrs,15.0,1.1760912590556813,10-20yrs,5.395861413049585,200-300m2,5.269529292750854,100-250k,3.8097256844085665,5-7.5k,4.705201256247403,40-60k,4.5126325058107515,25-50k,0.0,up_25k,4.015360022106187,up_25k
78,FIXED / LAND PHONE,0,18,0,3,Medium,VI,Right,53.8948,None,Low,2.0,2.0,0.0,1.0,Urban,136262.81389499994,69029.63991000001,4743.0594,41049.512296,21481.961562,0.0,15,1.1760912590556813,up_10yrs,69.0,65-75yrs,23.0,1.3617278360175928,20-30yrs,4.005418626360995,up_100m2,5.13437735309342,100-250k,3.67605856359994,2.5-5k,4.839035607916657,60-80k,4.613308001688974,25-50k,0.0,up_25k,4.332073935158671,up_25k
79,FIXED / LAND PHONE,0,6,0,1,Medium,GU,Right,113.3774,None,Low,2.0,0.0,0.0,1.0,Urban,170336.618595,46419.25491,5899.1814,29810.181896,13576.751561999998,41252.521320000014,9,0.9542425094393249,up_10yrs,44.0,40-55yrs,43.0,1.6334684555795864,40-50yrs,4.73950350698209,100-200m2,5.231308021680731,100-250k,3.7707917509424558,5-7.5k,4.666698165179087,40-60k,4.474364626022167,25-50k,10.627491753452748,25-50k,4.132795871015208,up_25k
80,MOBILE PHONE,0,6,1,1,Medium,LA,Right,118.8848,None,Low,3.0,0.0,1.0,0.0,Urban,188358.900795,51368.446710000004,6939.9594,32968.240295999996,15026.158962,0.0,9,0.9542425094393249,up_10yrs,44.0,40-55yrs,15.0,1.1760912590556813,10-20yrs,4.786531281686922,100-200m2,5.274986147368164,100-250k,3.8413569297621257,5-7.5k,4.710696433634113,40-60k,4.518095766975356,25-50k,0.0,up_25k,4.176847978937006,up_25k
81,MOBILE PHONE,0,2,0,0,Medium,AL,Right,149.3698,None,Low,0.0,0.0,1.0,0.0,Urban,223532.06089499997,17302.33071,4054.7574,23792.724296,23444.278962,57431.65032000001,8,0.9030899869919435,10-15yrs,42.0,40-55yrs,56.0,1.7481880270062005,50-60yrs,5.013097593480807,100-200m2,5.349339822193659,100-250k,3.6079648750716786,2.5-5k,4.2381046086960605,up_25k,4.376444172133164,up_25k,10.958368241496292,50-100k,4.370036880383036,up_25k
82,FIXED / LAND PHONE,0,2,0,0,High,SE,Right,136.2914,One,Low,3.0,0.0,1.0,0.0,Urban,214577.372295,58568.43951,4180.4334,37562.51069600001,17134.723362,0.0,8,0.9030899869919435,10-15yrs,56.0,55-65yrs,16.0,1.2041199826559248,10-20yrs,4.922105674249901,100-200m2,5.331583922636705,100-250k,3.6212213089212657,2.5-5k,4.767663652895564,40-60k,4.574754613013054,25-50k,0.0,up_25k,4.233877097191522,up_25k
83,MOBILE PHONE,0,10,0,2,Low,MA,Right,120.332,One,Low,0.0,2.0,0.0,0.0,Urban,232680.51319499995,63539.84511,7089.2334,40734.71949600001,18590.625162,56661.04332000001,13,1.1139433523068367,up_10yrs,36.0,up_40yrs,50.0,1.6989700043360187,40-50yrs,4.798530589897262,100-200m2,5.366760012997702,100-250k,3.850599274936238,5-7.5k,4.803046151820145,60-80k,4.609964730054817,25-50k,10.94485983556518,50-100k,4.269293994389532,up_25k
84,MOBILE PHONE,0,2,0,0,Medium,BA,Right,1094.512,One,Low,3.0,0.0,1.0,0.0,Urban,278242.50109499996,76051.85931,9709.0974,48718.600296,22254.868962,0.0,7,0.8450980400142568,up_10yrs,42.0,40-55yrs,40.0,1.6020599913279623,30-40yrs,6.9989771128778555,>900m2,5.444423468507384,250-500k,3.9871788578771556,7.5-10k,4.881109836116859,60-80k,4.687694802357664,25-50k,0.0,up_25k,4.3474250414741755,up_25k
85,FIXED / LAND PHONE,0,2,0,0,Medium,VA,Right,138.4086,None,Low,2.0,0.0,0.0,1.0,Urban,98520.45079500001,26697.41991,6383.2734,17225.759496000002,7801.065162000001,0.0,8,0.9030899869919435,15-20yrs,47.0,40-55yrs,36.0,1.5563025007672873,30-40yrs,4.937409189393361,100-200m2,4.9935263903507145,up_100k,3.805043445960205,5-7.5k,4.426469292338634,25-40k,4.23617837935471,up_25k,0.0,up_25k,3.8921539055617713,up_25k
86,MOBILE PHONE,0,2,0,0,Medium,BA,Wrong,75.44200000000002,None,Low,2.0,0.0,0.0,1.0,Urban,357588.01669499994,92102.78511,7845.5574,37682.41389600001,8658.473562000001,131456.65932,8,0.9030899869919435,10-15yrs,45.0,40-55yrs,26.0,1.414973347970818,20-30yrs,4.336532283341672,up_100m2,5.553382956515275,250-500k,3.894623804155547,7.5-10k,4.964272763091706,80-100k,4.57613871546198,25-50k,11.786440096395093,100-250k,3.937441335200753,up_25k
87,MOBILE PHONE,0,4,0,1,Medium,BA,Right,98.38280000000002,None,Low,1.0,0.0,1.0,0.0,Urban,127766.519595,12106.58211,4396.1274,22350.562696000005,10153.120362,0.0,8,0.9030899869919435,up_10yrs,36.0,up_40yrs,29.0,1.462397997898956,20-30yrs,4.5989790604603105,up_100m2,5.106417064619871,100-250k,3.6430702698104307,2.5-5k,4.083021551873164,up_25k,4.349288461369144,up_25k,0.0,up_25k,4.006599534637067,up_25k
88,FIXED / LAND PHONE,0,2,0,0,Medium,GU,Right,41.607,None,Low,0.0,1.0,0.0,0.0,Urban,205705.964295,69352.41411000001,11449.3734,20616.066696,14698.732961999998,0.0,7,0.8450980400142568,20-25yrs,68.0,65-75yrs,36.0,1.5563025007672873,30-40yrs,3.752018559025222,up_100m2,5.313246883930287,100-250k,4.058781719307458,>10k,4.841061583165668,60-80k,4.314205810551478,up_25k,0.0,up_25k,4.167279899963975,up_25k
89,FIXED / LAND PHONE,0,2,0,0,Very High,MA,Right,87.167,None,Low,2.0,2.0,1.0,1.0,Urban,108139.72279500001,21927.047309999998,3703.1634,18911.372296,8574.685962000001,0.0,8,0.9030899869919435,up_10yrs,49.0,40-55yrs,49.0,1.6901960800285136,40-50yrs,4.479232743341434,up_100m2,5.033985251972025,100-250k,3.5685728754717227,2.5-5k,4.340980153642436,up_25k,4.276723044390057,up_25k,0.0,up_25k,3.9332182234707327,up_25k
90,MOBILE PHONE,0,2,0,0,Low,BA,Right,188.9534,One,Low,3.0,2.0,1.0,1.0,Urban,218044.807695,59520.64670999999,7583.6574,38170.120296,7037.8009619999975,9963.193320000002,8,0.9030899869919435,>25yrs,47.0,40-55yrs,20.0,1.3010299956639813,10-20yrs,5.246778778920664,100-200m2,5.338545749270125,100-250k,3.8798787050459502,7.5-10k,4.774667641305607,40-60k,4.5817235286629225,25-50k,9.206753278040505,up_25k,3.8474369802702144,up_25k
91,FIXED / LAND PHONE,0,2,0,0,Medium,ZA,Right,285.1520000000001,One,Low,0.0,0.0,0.0,1.0,Urban,292698.588195,80021.72871000001,10219.505399999998,51251.736295999995,12859.120362,71494.76232000001,8,0.9030899869919435,up_10yrs,38.0,up_40yrs,75.0,1.8750612633917,>60yrs,5.6565231381719405,200-300m2,5.466420627658938,250-500k,4.009429877476911,>10k,4.9032079292112405,80-100k,4.709708582918008,50-100k,11.177393458673919,50-100k,4.109211261356832,up_25k
92,MOBILE PHONE,0,2,0,0,Medium,BA,Right,193.1342,two,Low,2.0,1.0,0.0,1.0,Rustic,406338.055695,111228.87950999998,14231.849400000005,71164.886696,14070.227562,99581.18832000002,8,0.9030899869919435,up_10yrs,40.0,up_40yrs,110.0,2.041392685158225,>60yrs,5.268549672490116,100-200m2,5.608887498192475,250-500k,4.1532613394396245,>10k,5.0462175622771515,>100k,4.8522657622370815,50-100k,11.508738595451804,50-100k,4.1483011214661385,up_25k
93,MOBILE PHONE,0,2,0,0,High,BA,Right,109.3038,None,Low,3.0,2.0,1.0,1.0,Urban,189197.580195,51598.76211,6565.1274,33115.157896000004,15093.587562,45914.07132000001,7,0.8450980400142568,10-15yrs,67.0,65-75yrs,51.0,1.7075701760979363,50-60yrs,4.703238377161938,100-200m2,5.276915577548442,100-250k,3.8172431582366397,5-7.5k,4.712639282727116,40-60k,4.5200268301423225,25-50k,10.734548693351437,25-50k,4.1787924785562165,up_25k
94,MOBILE PHONE,0,2,0,0,Low,BA,Right,63.83760000000001,two,Low,1.0,0.0,0.0,0.0,Urban,402638.000895,110212.77771,14101.2054,70516.487496,32259.123162,19739.51532,8,0.9030899869919435,>25yrs,38.0,up_40yrs,19.0,1.2787536009528289,10-20yrs,4.171885681993661,up_100m2,5.604914761114432,250-500k,4.1492562386265135,>10k,5.0422319481205635,>100k,4.848290671479004,50-100k,9.89042841801654,up_25k,4.5086525586177215,25-50k
95,MOBILE PHONE,0,2,0,0,Very High,LA,Right,147.132,None,Low,3.0,1.0,0.0,1.0,Urban,154921.34209499994,42185.969910000014,5354.897400000002,31843.176295999998,12336.985362000001,0.0,8,0.9030899869919435,>25yrs,73.0,65-75yrs,21.0,1.3222192947339193,20-30yrs,4.998103768156767,100-200m2,5.190111250655434,100-250k,3.7287511541518685,5-7.5k,4.625168038549747,40-60k,4.503016381271183,25-50k,0.0,up_25k,4.0912090494381586,up_25k
96,MOBILE PHONE,0,4,0,0,Very High,AS,Right,166.361,None,Low,2.0,0.0,0.0,0.0,Urban,170726.34559499993,46526.26671,5912.9514,54048.95949600001,13608.091962000002,0.0,9,0.9542425094393249,up_10yrs,55.0,40-55yrs,11.0,1.0413926851582251,10-20yrs,5.12015315600211,100-200m2,5.232300544334829,100-250k,3.7718043094407494,5-7.5k,4.667698205933365,40-60k,4.732787337706624,50-100k,0.0,up_25k,4.13379723552913,up_25k
97,FIXED / LAND PHONE,0,2,0,0,Medium,BA,Right,186.8898,two,Low,2.0,1.0,0.0,0.0,Urban,500109.56599499995,136979.96571,17542.697399999994,87596.50269600001,23702.160762,0.0,8,0.9030899869919435,>25yrs,76.0,>75yrs,12.0,1.0791812460476249,10-20yrs,5.235855620752259,100-200m2,5.699065161724451,500-750k,4.24409637214675,>10k,5.136657053157572,>100k,4.942486767239442,50-100k,0.0,up_25k,4.374787939437867,up_25k
98,MOBILE PHONE,0,2,0,0,Very High,BA,Right,75.9914,None,Low,3.0,1.0,0.0,0.0,Urban,203970.678795,33689.172510000004,4262.4594,21687.155496000007,9848.646162,0.0,7,0.8450980400142568,up_10yrs,70.0,65-75yrs,53.0,1.724275869600789,50-60yrs,4.343693727304392,up_100m2,5.309567741186867,100-250k,3.629660255357753,2.5-5k,4.527490343757779,25-40k,4.33620259335111,up_25k,0.0,up_25k,3.993376534580554,up_25k
99,MOBILE PHONE,0,2,0,0,Medium,JA,Right,118.992,None,Low,0.0,1.0,1.0,0.0,Urban,7057.584495,1580.31531,2918.2374,1198.6626960000006,445.345362,0.0,7,0.8450980400142568,up_10yrs,68.0,65-75yrs,84.0,1.9242792860618816,>60yrs,4.787425073893059,100-200m2,3.84865608632198,up_100k,3.4651206190571626,2.5-5k,3.1987437475437064,up_25k,3.078696989708482,up_25k,0.0,up_25k,2.6486969337634454,up_25k
100,FIXED / LAND PHONE,0,2,0,0,Medium,TA,Right,183.8346,One,Low,0.0,0.0,1.0,0.0,Urban,233259.043095,63698.71851,8120.8314,40836.077096000015,20674.712562,10768.954320000004,8,0.9030899869919435,10-15yrs,62.0,55-65yrs,18.0,1.255272505103306,10-20yrs,5.21946137111957,100-200m2,5.367838489675249,100-250k,3.909600494013166,7.5-10k,4.804130695292433,60-80k,4.611044015065458,25-50k,9.284515528730113,up_25k,4.3154394803234934,up_25k
101,MOBILE PHONE,0,2,0,0,Medium,BA,Right,2264.332000000001,Three,High,1.0,2.0,0.0,1.0,Urban,1380585.9991950002,378772.3529100001,48630.2994,241883.084296,110908.717962,42259.78332000002,8,0.9030899869919435,20-25yrs,74.0,65-75yrs,89.0,1.9493900066449128,>60yrs,7.725476605542021,>900m2,6.140063464805449,>1MM,4.686906943377917,>10k,5.578378271765186,>100k,5.383605497738572,100-250k,10.651614826729451,25-50k,5.044965685139068,100-250k
102,MOBILE PHONE,0,2,0,0,Low,TE,Right,123.347,None,Low,0.0,0.0,1.0,1.0,Urban,140947.68109499998,38348.58951000001,11565.4554,24660.29389600001,11213.183562000002,0.0,8,0.9030899869919435,10-15yrs,42.0,40-55yrs,36.0,1.5563025007672873,30-40yrs,4.823076044506038,100-200m2,5.149057935149587,100-250k,4.063162738171331,>10k,4.583749394900671,25-40k,4.391998248117396,up_25k,0.0,up_25k,4.049728931695927,up_25k
103,MOBILE PHONE,0,2,0,0,High,MA,Right,180.498,One,Low,3.0,2.0,0.0,0.0,Rustic,297107.113095,81232.37451000001,10375.1514,52024.273096,7630.2673620000005,24774.79932,8,0.9030899869919435,up_10yrs,66.0,65-75yrs,23.0,1.3617278360175928,20-30yrs,5.201244634360446,100-200m2,5.472913049450679,250-500k,4.015994442897847,>10k,4.9097291483164325,80-100k,4.71620602078945,50-100k,10.11762262184626,up_25k,3.8825397557539567,up_25k
104,MOBILE PHONE,0,4,0,0,High,BA,Right,96.8418,None,Low,3.0,1.0,1.0,0.0,Urban,132787.890495,106691.88411,4573.427400000001,23230.460296000005,10556.953962,0.0,8,0.9030899869919435,up_10yrs,45.0,40-55yrs,50.0,1.6989700043360187,40-50yrs,4.58335188859317,up_100m2,5.123158471635971,100-250k,3.6602417893509536,2.5-5k,5.028131384557571,>100k,4.366057815139553,up_25k,0.0,up_25k,4.023538627636794,up_25k
105,MOBILE PHONE,0,2,0,0,Medium,CA,Right,153.83200000000005,One,Low,2.0,1.0,0.0,1.0,Rustic,220550.947695,60208.87131,7672.127399999998,29593.048296000004,17615.136762000002,0.0,7,0.8450980400142568,up_10yrs,49.0,40-55yrs,15.0,1.1760912590556813,10-20yrs,5.0423406581385875,100-200m2,5.343508928257363,100-250k,3.8849158059271542,7.5-10k,4.779660485894521,60-80k,4.471189702908055,25-50k,0.0,up_25k,4.245886019345327,up_25k
106,FIXED / LAND PHONE,0,2,0,0,Low,MA,Right,109.10280000000002,None,Low,0.0,1.0,0.0,1.0,Urban,149758.88089499995,40768.28091,5172.6294,26204.295496,11921.811161999998,0.0,8,0.9030899869919435,up_10yrs,36.0,up_40yrs,40.0,1.6020599913279623,30-40yrs,4.701414474831237,100-200m2,5.175392586048529,100-250k,3.7137113639106136,5-7.5k,4.610322398794772,40-60k,4.418372488163301,25-50k,0.0,up_25k,4.076342238450438,up_25k
107,FIXED / LAND PHONE,0,2,0,0,Very High,CO,Right,131.05200000000002,None,Low,3.0,2.0,0.0,1.0,Urban,41043.767895,10913.437710000002,4278.8574,7154.051495999999,3178.602162,0.0,7,0.8450980400142568,20-25yrs,69.0,65-75yrs,68.0,1.8325089127062364,>60yrs,4.88319578440656,100-200m2,4.613247222983229,up_100k,3.6313278131431814,2.5-5k,4.037961573990372,up_25k,3.8545520619449256,up_25k,0.0,up_25k,3.50223617445134,up_25k
